21:15:50: Account aaa has been created.
02:46:51: aaa has logged in from 127.0.0.1.
02:46:53: aaa/Gilei has began playing Belat.
02:48:22: aaa has logged in from 127.0.0.1.
02:48:23: aaa/Gilei has began playing Belat.
02:57:11: aaa has logged in from 127.0.0.1.
02:57:13: aaa/Gilei has began playing Belat.
02:59:04: aaa has logged in from 127.0.0.1.
02:59:06: aaa/Gilei has began playing Belat.
02:59:34: aaa has logged in from 127.0.0.1.
02:59:40: aaa/Gilei has began playing Belat.
03:00:21: aaa has logged in from 127.0.0.1.
03:00:23: aaa/Gilei has began playing Belat.
03:01:37: aaa has logged in from 127.0.0.1.
03:01:39: aaa/Gilei has began playing Belat.
03:02:27: aaa has logged in from 127.0.0.1.
03:02:29: aaa/Gilei has began playing Belat.
03:03:49: aaa has logged in from 127.0.0.1.
03:03:50: aaa/Gilei has began playing Belat.
03:11:34: aaa has logged in from 127.0.0.1.
03:11:36: aaa/Gilei has began playing Belat.
03:12:56: aaa has logged in from 127.0.0.1.
03:12:58: aaa/Gilei has began playing Belat.
03:14:17: aaa has logged in from 127.0.0.1.
03:14:18: aaa/Gilei has began playing Belat.
03:17:28: aaa has logged in from 127.0.0.1.
03:17:30: aaa/Gilei has began playing Belat.
03:19:49: aaa has logged in from 127.0.0.1.
03:19:51: aaa/Gilei has began playing Belat.
03:22:35: aaa has logged in from 127.0.0.1.
03:22:36: aaa/Gilei has began playing Belat.
03:23:49: aaa has logged in from 127.0.0.1.
03:23:51: aaa/Gilei has began playing Belat.
03:24:40: aaa has logged in from 127.0.0.1.
03:24:41: aaa/Gilei has began playing Belat.
03:27:22: aaa has logged in from 127.0.0.1.
03:27:24: aaa/Gilei has began playing Belat.
03:27:49: aaa has logged in from 127.0.0.1.
03:27:51: aaa/Gilei has began playing Belat.
03:29:42: aaa has logged in from 127.0.0.1.
03:29:45: aaa/Gilei has began playing Belat.
03:38:46: aaa has logged in from 127.0.0.1.
03:38:48: aaa/Gilei has began playing Belat.
03:39:17: aaa has logged in from 127.0.0.1.
03:39:19: aaa/Gilei has began playing Belat.
03:40:30: aaa has logged in from 127.0.0.1.
03:40:32: aaa/Gilei has began playing Belat.
03:41:06: aaa has logged in from 127.0.0.1.
03:41:08: aaa/Gilei has began playing Belat.
03:41:22: aaa has logged in from 127.0.0.1.
03:41:24: aaa/Gilei has began playing Belat.
03:41:46: aaa has logged in from 127.0.0.1.
03:41:48: aaa/Gilei has began playing Belat.
03:44:12: aaa has logged in from 127.0.0.1.
03:44:14: aaa/Gilei has began playing Belat.
03:44:51: aaa has logged in from 127.0.0.1.
03:44:52: aaa/Gilei has began playing Belat.
03:45:26: aaa has logged in from 127.0.0.1.
03:45:28: aaa/Gilei has began playing Belat.
03:49:42: aaa has logged in from 127.0.0.1.
03:49:44: aaa/Gilei has began playing Belat.
03:51:17: aaa has logged in from 127.0.0.1.
03:51:19: aaa/Gilei has began playing Belat.
03:52:35: aaa has logged in from 127.0.0.1.
03:52:38: aaa/Gilei has began playing Belat.
03:57:05: aaa has logged in from 127.0.0.1.
03:57:07: aaa/Gilei has began playing Belat.
03:58:40: aaa has logged in from 127.0.0.1.
03:58:43: aaa/Gilei has began playing Belat.
03:59:20: aaa has logged in from 127.0.0.1.
03:59:22: aaa/Gilei has began playing Belat.
04:00:17: aaa has logged in from 127.0.0.1.
04:00:19: aaa/Gilei has began playing Belat.
04:02:14: aaa has logged in from 127.0.0.1.
04:02:16: aaa/Gilei has began playing Belat.
04:06:18: aaa has logged in from 127.0.0.1.
04:06:20: aaa/Gilei has began playing Belat.
04:08:45: aaa has logged in from 127.0.0.1.
04:08:47: aaa/Gilei has began playing Belat.
04:27:15: aaa has logged in from 127.0.0.1.
04:27:17: aaa/Gilei has began playing Belat.
04:29:27: aaa has logged in from 127.0.0.1.
04:29:30: aaa/Gilei has began playing Belat.
04:30:34: aaa has logged in from 127.0.0.1.
04:30:37: aaa/Gilei has began playing Belat.
04:32:12: aaa has logged in from 127.0.0.1.
04:32:14: aaa/Gilei has began playing Belat.
04:32:46: aaa has logged in from 127.0.0.1.
04:32:47: aaa/Gilei has began playing Belat.
04:33:04: aaa has logged in from 127.0.0.1.
04:33:06: aaa/Gilei has began playing Belat.
04:56:49: aaa has logged in from 127.0.0.1.
04:56:50: aaa/Gilei has began playing Belat.
04:58:15: aaa has logged in from 127.0.0.1.
04:58:17: aaa/Gilei has began playing Belat.
04:58:50: aaa has logged in from 127.0.0.1.
04:58:51: aaa/Gilei has began playing Belat.
05:06:54: Map #2: Gilei : kkkk
05:21:37: aaa has logged in from 127.0.0.1.
05:21:38: aaa/Gilei has began playing Belat.
05:23:58: aaa has logged in from 127.0.0.1.
05:23:59: aaa/Gilei has began playing Belat.
05:25:06: aaa has logged in from 127.0.0.1.
05:25:07: aaa/Gilei has began playing Belat.
05:25:42: aaa has logged in from 127.0.0.1.
05:25:43: aaa/Gilei has began playing Belat.
05:26:26: aaa has logged in from 127.0.0.1.
05:26:28: aaa/Gilei has began playing Belat.
05:34:27: aaa has logged in from 127.0.0.1.
05:34:38: aaa/Gilei has began playing Belat.
05:49:36: aaa has logged in from 127.0.0.1.
05:49:38: aaa/Gilei has began playing Belat.
05:52:48: aaa has logged in from 127.0.0.1.
05:52:50: aaa/Gilei has began playing Belat.
05:54:00: aaa has logged in from 127.0.0.1.
05:54:01: aaa/Gilei has began playing Belat.
03:55:21: aaa has logged in from 127.0.0.1.
03:55:24: aaa/Gilei has began playing Belat.
04:08:23: aaa has logged in from 127.0.0.1.
04:08:25: aaa/Gilei has began playing Belat.
04:14:02: aaa has logged in from 127.0.0.1.
04:14:03: aaa/Gilei has began playing Belat.
04:19:50: aaa has logged in from 127.0.0.1.
04:19:52: aaa/Gilei has began playing Belat.
04:25:27: aaa has logged in from 127.0.0.1.
04:25:29: aaa/Gilei has began playing Belat.
04:37:15: aaa has logged in from 127.0.0.1.
04:37:18: aaa/Gilei has began playing Belat.
17:36:59: Account bbb has been created.
17:37:04: bbb has logged in from 127.0.0.1.
17:37:12: Character bbb added to bbb's account.
17:37:16: bbb/bbb has began playing Belat.
01:04:05: bbb has logged in from 127.0.0.1.
01:04:08: bbb/bbb has began playing Belat.
01:05:05: bbb has logged in from 127.0.0.1.
01:05:07: bbb/bbb has began playing Belat.
01:06:29: bbb has logged in from 127.0.0.1.
01:06:31: bbb/bbb has began playing Belat.
01:07:45: bbb has logged in from 127.0.0.1.
01:07:46: bbb/bbb has began playing Belat.
01:10:24: bbb has logged in from 127.0.0.1.
01:10:25: bbb/bbb has began playing Belat.
01:10:29: Map #2: bbb : hgfhfg
01:10:29: Map #2: bbb : hgfhgf
01:10:30: Map #2: bbb : hfg
01:10:49: bbb has logged in from 127.0.0.1.
01:10:51: bbb/bbb has began playing Belat.
01:10:53: Map #2: bbb : gfgdgd
01:10:54: Map #2: bbb : gfdgfdg
01:11:04: bbb has logged in from 127.0.0.1.
01:11:05: bbb/bbb has began playing Belat.
01:11:07: Map #2: bbb : ggfgd
01:11:08: Map #2: bbb : gfdgd
01:11:08: Map #2: bbb : gfdgfd
01:11:09: Map #2: bbb : gdfg
01:11:09: Map #2: bbb : dfg
01:11:09: Map #2: bbb : fdgdf
01:11:10: Map #2: bbb : gfdg
01:11:10: Map #2: bbb : dfg
01:11:10: Map #2: bbb : fdg
01:11:11: Map #2: bbb : dfg
01:11:11: Map #2: bbb : fdg
01:11:11: Map #2: bbb : dfg
01:11:12: Map #2: bbb : dg
01:11:12: Map #2: bbb : df
01:11:12: Map #2: bbb : g
01:11:12: Map #2: bbb : dfgdf
01:11:13: Map #2: bbb : g
01:11:13: Map #2: bbb : dfg
01:11:13: Map #2: bbb : dfg
01:11:13: Map #2: bbb : dfg
01:11:14: Map #2: bbb : fd
01:11:14: Map #2: bbb : gd
01:11:56: bbb has logged in from 127.0.0.1.
01:11:58: bbb/bbb has began playing Belat.
21:45:11: bbb has logged in from 127.0.0.1.
21:45:13: bbb/bbb has began playing Belat.
21:48:12: bbb has logged in from 127.0.0.1.
21:48:13: bbb/bbb has began playing Belat.
21:50:57: bbb has logged in from 127.0.0.1.
21:50:58: bbb/bbb has began playing Belat.
21:57:27: bbb has logged in from 85.226.178.173.
21:57:29: bbb/bbb has began playing Belat.
22:04:51: bbb has logged in from 85.226.178.173.
22:04:53: bbb/bbb has began playing Belat.
22:08:29: bbb has logged in from 85.226.178.173.
22:08:31: bbb/bbb has began playing Belat.
22:11:34: bbb has logged in from 85.226.178.173.
22:11:35: bbb/bbb has began playing Belat.
22:14:08: bbb has logged in from 85.226.178.173.
22:14:10: bbb/bbb has began playing Belat.
22:18:18: bbb has logged in from 85.226.178.173.
22:18:19: bbb/bbb has began playing Belat.
22:21:08: aaa has logged in from 85.226.178.173.
22:21:10: aaa/DEV Gileijah has began playing Belat.
23:04:30: bbb has logged in from 85.226.178.173.
23:04:34: bbb/bbb has began playing Belat.
23:05:47: aaa has logged in from 85.226.178.173.
23:05:49: aaa/DEV Gileijah has began playing Belat.
23:07:48: bbb has logged in from 85.226.178.173.
23:07:50: bbb/bbb has began playing Belat.
23:19:42: bbb has logged in from 85.226.178.173.
23:19:43: bbb/bbb has began playing Belat.
23:24:06: aaa has logged in from 85.226.178.173.
23:24:07: aaa/DEV Gileijah has began playing Belat.
00:07:03: aaa has logged in from 85.226.178.173.
00:07:05: aaa/DEV Gileijah has began playing Belat.
00:12:03: aaa has logged in from 85.226.178.173.
00:12:05: aaa/DEV Gileijah has began playing Belat.
00:15:40: aaa has logged in from 85.226.178.173.
00:16:31: Character deleted on aaa's account.
00:16:36: Character deleted on aaa's account.
00:16:40: Character deleted on aaa's account.
00:17:41: Character Gileijah added to aaa's account.
00:18:43: aaa has logged in from 85.226.178.173.
00:18:44: aaa/Gileijah has began playing Belat.
00:19:45: aaa has logged in from 85.226.178.173.
00:19:47: aaa/Gileijah has began playing Belat.
00:33:14: aaa has logged in from 85.226.178.173.
00:33:15: aaa/Gileijah has began playing Belat.
00:36:51: aaa has logged in from 85.226.178.173.
00:36:52: aaa/Gileijah has began playing Belat.
00:38:20: aaa has logged in from 85.226.178.173.
00:38:23: aaa/Gileijah has began playing Belat.
00:39:14: aaa has logged in from 85.226.178.173.
00:39:15: aaa/Gileijah has began playing Belat.
00:39:42: aaa has logged in from 85.226.178.173.
00:39:43: aaa/Gileijah has began playing Belat.
00:43:48: aaa has logged in from 85.226.178.173.
00:43:49: aaa/Gileijah has began playing Belat.
00:45:45: aaa has logged in from 85.226.178.173.
00:45:46: aaa/Gileijah has began playing Belat.
01:18:25: aaa has logged in from 85.226.178.173.
01:18:26: aaa/Gileijah has began playing Belat.
01:42:15: aaa has logged in from 85.226.178.173.
01:42:16: aaa/Gileijah has began playing Belat.
01:46:42: aaa has logged in from 85.226.178.173.
01:46:44: aaa/Gileijah has began playing Belat.
01:47:36: aaa has logged in from 85.226.178.173.
01:47:37: aaa/Gileijah has began playing Belat.
01:52:12: aaa has logged in from 85.226.178.173.
01:52:13: aaa/Gileijah has began playing Belat.
21:20:57: aaa has logged in from 85.226.178.173.
21:20:58: aaa/Gileijah has began playing Belat.
21:26:54: aaa has logged in from 85.226.178.173.
21:26:55: aaa/Gileijah has began playing Belat.
21:28:12: aaa has logged in from 85.226.178.173.
21:28:13: aaa/Gileijah has began playing Belat.
21:33:31: aaa has logged in from 85.226.178.173.
21:33:36: aaa/Gileijah has began playing Belat.
21:36:24: aaa has logged in from 85.226.178.173.
21:36:25: aaa/Gileijah has began playing Belat.
21:47:05: aaa has logged in from 85.226.178.173.
21:47:06: aaa/Gileijah has began playing Belat.
21:51:26: aaa has logged in from 85.226.178.173.
21:51:27: aaa/Gileijah has began playing Belat.
21:53:12: aaa has logged in from 85.226.178.173.
21:53:15: aaa/Gileijah has began playing Belat.
22:20:51: aaa has logged in from 85.226.178.173.
22:20:52: aaa/Gileijah has began playing Belat.
22:21:49: aaa has logged in from 85.226.178.173.
22:21:50: aaa/Gileijah has began playing Belat.
22:31:55: Account barnvisor has been created.
22:32:18: barnvisor has logged in from 85.226.178.212.
22:32:32: Character Dranii added to barnvisor's account.
22:32:34: barnvisor/Dranii has began playing Belat.
22:32:57: aaa has logged in from 85.226.178.173.
22:32:59: aaa/Gileijah has began playing Belat.
22:34:00: Map #2: Dranii : c
22:34:41: Map #2: Gileijah : alle
22:34:44: Map #2: Gileijah : balle
22:35:00: Map #2: Dranii : chat
22:35:06: Map #2: Dranii : Char
22:36:18: Map #2: Dranii : aaa
22:39:41: Map #2: Dranii :  aa
22:53:31: aaa has logged in from 85.226.178.173.
22:53:33: aaa/Gileijah has began playing Belat.
22:57:04: aaa has logged in from 85.226.178.173.
22:57:06: aaa/Gileijah has began playing Belat.
23:20:36: aaa has logged in from 85.226.178.173.
23:20:38: aaa/Gileijah has began playing Belat.
15:25:06: aaa has logged in from 85.226.178.173.
15:25:09: aaa/Gileijah has began playing Belat.
14:54:02: aaa has logged in from 85.226.178.173.
14:54:06: aaa/Gileijah has began playing Belat.
15:48:12: aaa has logged in from 85.226.178.173.
15:48:14: aaa/Gileijah has began playing Belat.
15:56:04: aaa has logged in from 85.226.178.173.
15:56:05: aaa/Gileijah has began playing Belat.
16:12:02: aaa has logged in from 85.226.178.173.
16:12:03: aaa/Gileijah has began playing Belat.
16:16:49: aaa has logged in from 85.226.178.173.
16:16:50: aaa/Gileijah has began playing Belat.
16:19:11: aaa has logged in from 85.226.178.173.
16:19:13: aaa/Gileijah has began playing Belat.
16:29:44: Account Shades has been created.
16:30:16: Shades has logged in from 81.232.94.2.
16:30:45: Shades has logged in from 81.232.94.2.
16:31:29: Character Eldor Trevitahnia added to Shades's account.
16:31:42: Shades/Eldor Trevitahnia has began playing Belat.
16:32:25: Map #2: Gileijah : hejpa
16:32:46: Map #2: Gileijah : enter for att plocka upp
16:32:59: Map #2: Gileijah : klicka pa inventory
16:33:03: Map #2: Eldor Trevitahnia : equip?
16:33:14: Map #2: Gileijah : dubbelklicka pa item
16:33:42: Map #2: Gileijah : klicka sen pa equipment och se att du har det equippat
16:42:40: Shades has logged in from 81.232.94.2.
16:42:42: Shades/Eldor Trevitahnia has began playing Belat.
16:42:58: Map #2: Eldor Trevitahnia : can u use several characters by yourself?
16:43:01: aaa has logged in from 85.226.178.173.
16:43:02: aaa/Gileijah has began playing Belat.
16:43:35: Map #2: Gileijah : hehe
16:43:41: Map #2: Gileijah : nu ar vi i samma guild
16:43:45: Map #2: Eldor Trevitahnia : ok
16:43:54: Map #2: Eldor Trevitahnia : men nar man borjar
16:43:59: Map #2: Eldor Trevitahnia : alltsa nar man loggar in
16:44:04: Map #2: Eldor Trevitahnia : finns det ju 3 char
16:44:08: Map #2: Gileijah : just nu ja
16:44:14: Map #2: Eldor Trevitahnia : kan man spela 3 da samtidigt?
16:44:18: Map #2: Gileijah : nej
16:44:24: Map #2: Gileijah : men du kan ha 3 karaktarer
16:44:25: Map #2: Eldor Trevitahnia : i teorin?
16:44:39: Map #2: Gileijah : shift for att springa
16:44:47: Map #2: Eldor Trevitahnia : blir man trott?
16:44:50: Map #2: Eldor Trevitahnia : efter ett tag?
16:44:57: Map #2: Gileijah : ctrl for att sla och lasa skyltar
16:45:06: Map #2: Eldor Trevitahnia : enter var det val?
16:45:18: Map #2: Gileijah : enter jo
16:45:21: Map #2: Gileijah : for skyltar
16:45:23: Map #2: Eldor Trevitahnia : ctrl for att sla
16:45:25: Map #2: Gileijah : ctrl for att sla
16:46:14: Map #2: Gileijah : ska jag skaffa fram nat att sla pa?
16:46:14: Map #3: Eldor Trevitahnia : oops
16:46:16: aaa has logged in from 85.226.178.173.
16:46:22: aaa/Gileijah has began playing Belat.
17:51:03: aaa has logged in from 85.226.178.173.
17:51:05: aaa/Gileijah has began playing Belat.
17:51:31: Shades has logged in from 81.232.94.2.
17:51:33: Shades/Eldor Trevitahnia has began playing Belat.
17:52:12: Map #2: Gileijah : en karta
17:52:43: Map #2: Eldor Trevitahnia : cool
17:52:54: Map #2: Gileijah : hang med
17:53:07: Map #6: Eldor Trevitahnia : eyy!
17:53:10: Map #6: Eldor Trevitahnia : cool
17:53:28: Map #8: Gileijah : kryptan
17:53:33: Map #8: Gileijah : man kan inte ga in i den annu
17:53:47: Map #8: Eldor Trevitahnia : man kan inte fajta?
17:53:53: Map #8: Gileijah : inte med dessa
17:53:56: Map #8: Eldor Trevitahnia : ok
17:54:01: Map #8: Gileijah : dom ar buggade
17:54:02: Map #8: Eldor Trevitahnia : ser bra ut som fasen det har
17:54:09: Map #8: Eldor Trevitahnia : kommer bli grymt
17:54:12: Map #8: Gileijah : joo
17:54:17: Map #8: Eldor Trevitahnia : plupparna, ar det HP?
17:54:28: Map #8: Gileijah : stanna har, ska testa en grej
17:54:37: Map #8: Eldor Trevitahnia : ar det HP?
17:54:37: Map #7: Gileijah : hor du mig?
17:54:41: Map #7: Gileijah : ????????
17:54:51: Map #8: Gileijah : sag du att jag skrev?
17:54:56: Map #8: Eldor Trevitahnia : nope
17:54:59: Map #8: Gileijah : ok
17:55:08: Map #8: Gileijah : da hor man bara om man ar pa samma karta
17:55:15: Map #8: Gileijah : hang med
17:55:18: Map #8: Eldor Trevitahnia : men ar det HP???
17:55:33: Map #7: Eldor Trevitahnia : ar det hP?!?!?!?!
17:55:38: Map #7: Gileijah : ??
17:55:44: Map #7: Eldor Trevitahnia : plupparna pa gubbarna
17:55:59: Map #7: Gileijah : jo, fast det ar bugg pa dom, ska jag fixa ordentliga sa far du se?
17:56:01: Map #7: Eldor Trevitahnia : vid kryptan
17:56:05: Map #7: Eldor Trevitahnia : nara
17:56:13: Map #7: Eldor Trevitahnia : bara det inte ser ut sa sen
17:58:21: Shades has logged in from 81.232.94.2.
17:58:22: Shades/Eldor Trevitahnia has began playing Belat.
17:58:44: Map #8: Eldor Trevitahnia : aaah
17:58:46: Map #8: Eldor Trevitahnia : snyggt
18:00:04: Map #8: Eldor Trevitahnia : tar dom aldrig slut?
18:00:31: Map #8: Eldor Trevitahnia : nu drar jag igen
18:23:48: aaa has logged in from 85.226.178.173.
18:23:50: aaa/Gileijah has began playing Belat.
18:24:28: aaa has logged in from 85.226.178.173.
18:20:57: aaa has logged in from 85.226.178.173.
18:20:58: aaa/Gileijah has began playing Belat.
01:04:47: aaa has logged in from 85.226.178.173.
01:05:05: aaa has logged in from 85.226.178.173.
01:05:12: aaa/Gileijah has began playing Belat.
01:22:30: aaa has logged in from 85.226.178.173.
01:22:32: aaa/Gileijah has began playing Belat.
01:43:44: aaa has logged in from 85.226.178.173.
01:43:46: aaa/Gileijah has began playing Belat.
